MixedSequence1000
0.000643
0.000571
0.001087
0.001157
0.000883
0.000676
0.000822
0.000770
0.000724
0.000788
0.000986
0.000773
0.000806
0.000946
0.000775
0.000809
0.000904
0.000717
0.000989
0.000895
0.000696
0.000928
0.000935
0.004601
0.001441
0.000806
0.000690
0.000744
0.000694
0.000756
0.000631
0.000785
0.000712
0.000819
0.001071
0.000981
0.000661
0.000863
0.000630
0.000667
0.000620
0.000802
0.001013
0.000768
0.000776
0.001102
0.000978
0.001159
0.000830
0.000836
0.000883
0.001813
0.000960
0.001167
0.000997
0.000711
0.000846
0.002144
0.001542
0.001746
0.002269
0.000931
0.002828
0.000980
0.001071
0.000948
0.001220
0.001270
0.002116
0.002690
0.002383
0.001262
0.001132
0.001449
0.001052
0.001703
0.001004
0.001003
0.000922
0.001255
0.001007
0.001194
0.001036
0.001783
0.002585
0.001919
0.001126
0.001372
0.001291
0.001515
0.001041
0.000974
0.000998
0.001136
0.000998
0.001311
0.001314
0.001084
0.001122
0.001027
