MixedSequence10000
0.005507
0.007604
0.006091
0.006899
0.007440
0.008495
0.007196
0.008332
0.008207
0.008228
0.007964
0.007220
0.007113
0.006971
0.006593
0.006806
0.008943
0.007332
0.006969
0.007917
0.006794
0.008672
0.008703
0.009036
0.009472
0.007966
0.007598
0.007418
0.007847
0.007784
0.008150
0.007663
0.008651
0.007602
0.007053
0.007324
0.007923
0.007519
0.007630
0.007582
0.006702
0.006277
0.006779
0.007568
0.008330
0.009127
0.008223
0.005774
0.007425
0.007498
0.006960
0.007314
0.008162
0.008160
0.006921
0.008892
0.007259
0.007311
0.007283
0.008543
0.006505
0.006079
0.006382
0.007201
0.007168
0.007158
0.006598
0.006741
0.006188
0.007348
0.006773
0.007482
0.007115
0.006558
0.006605
0.007334
0.006633
0.007153
0.008090
0.007485
0.008430
0.007383
0.006550
0.007083
0.006875
0.007398
0.015768
0.006933
0.007385
0.007354
0.007501
0.008142
0.007007
0.007285
0.007288
0.006921
0.007809
0.007455
0.008339
0.008218
