PersonSequence20000
0.009554
0.007967
0.007848
0.009986
0.008114
0.009022
0.009311
0.007856
0.008960
0.008899
0.007676
0.008933
0.008003
0.008601
0.008299
0.009026
0.007332
0.009517
0.008756
0.008502
0.008567
0.008589
0.007491
0.007197
0.008638
0.008552
0.008157
0.009422
0.008002
0.006999
0.007685
0.008101
0.009864
0.009137
0.008300
0.007274
0.007937
0.007579
0.012002
0.009046
0.008384
0.008635
0.008474
0.007367
0.008446
0.009024
0.008420
0.008663
0.010122
0.010450
0.009895
0.010385
0.008045
0.008172
0.009539
0.010046
0.008189
0.010182
0.009112
0.009354
0.012678
0.010447
0.009701
0.010088
0.009970
0.009071
0.008501
0.008921
0.008685
0.008778
0.009163
0.007964
0.007858
0.013915
0.010149
0.011842
0.010417
0.011474
0.009807
0.011193
0.010920
0.010872
0.010441
0.010223
0.011307
0.011923
0.010458
0.010521
0.008410
0.009367
0.009506
0.008998
0.011042
0.010623
0.009922
0.008739
0.009444
0.008697
0.009101
0.007509
