PersonSequence2000
0.001124
0.001480
0.001741
0.001219
0.001196
0.001266
0.001416
0.001376
0.001621
0.002317
0.001342
0.001395
0.001525
0.001475
0.001414
0.002263
0.001438
0.001578
0.001444
0.001381
0.003535
0.002295
0.001348
0.001231
0.001131
0.001620
0.000956
0.000894
0.000919
0.000945
0.000932
0.001022
0.000969
0.000974
0.001275
0.001073
0.001066
0.001241
0.001225
0.001384
0.001201
0.001261
0.001552
0.001057
0.001084
0.001049
0.001214
0.001037
0.001036
0.000964
0.002190
0.001273
0.001366
0.001260
0.001353
0.001179
0.002995
0.001205
0.001708
0.001368
0.001246
0.001301
0.001702
0.001225
0.001311
0.001471
0.001427
0.001543
0.002258
0.001672
0.001476
0.001458
0.001427
0.001965
0.001125
0.001119
0.001040
0.001082
0.001081
0.001194
0.001995
0.000850
0.000850
0.000840
0.000815
0.000751
0.000673
0.000779
0.000785
0.002322
0.000718
0.000755
0.001198
0.001202
0.001005
0.001432
0.001293
0.001396
0.003017
0.001546
