MixedSequence50
0.000407
0.000414
0.000526
0.000591
0.000515
0.000434
0.000524
0.001300
0.000655
0.000358
0.000432
0.000443
0.000424
0.000458
0.000549
0.000531
0.000595
0.000369
0.000457
0.000468
0.000370
0.000366
0.000775
0.000345
0.000394
0.000463
0.000365
0.000647
0.000328
0.000400
0.000442
0.000315
0.000292
0.000311
0.000463
0.000337
0.000384
0.000610
0.000897
0.000671
0.000774
0.000338
0.000388
0.000623
0.000426
0.000523
0.000542
0.000686
0.000515
0.000649
0.000537
0.000446
0.000465
0.001230
0.000576
0.000655
0.000589
0.000641
0.000603
0.000397
0.005671
0.003026
0.000473
0.002590
0.001913
0.001562
0.000628
0.000552
0.000528
0.000384
0.000808
0.000685
0.000623
0.000555
0.002050
0.000453
0.000354
0.000590
0.000346
0.000559
0.000386
0.000387
0.000312
0.000416
0.000463
0.002717
0.000563
0.000398
0.000436
0.000640
0.002280
0.000429
0.000366
0.000609
0.000695
0.000462
0.000356
0.000550
0.000355
0.000414
