MixedSequence20000
0.012860
0.013966
0.012711
0.012996
0.016333
0.016861
0.015603
0.015171
0.015779
0.016075
0.017267
0.015898
0.017166
0.014487
0.015968
0.016446
0.015746
0.028792
0.025181
0.022315
0.020057
0.036200
0.015595
0.016773
0.016443
0.015690
0.015586
0.016361
0.016095
0.014871
0.015824
0.015455
0.016199
0.015602
0.015961
0.014533
0.017361
0.021510
0.012044
0.013075
0.014026
0.012667
0.013235
0.013850
0.012443
0.013490
0.011990
0.013733
0.013090
0.016352
0.014713
0.015114
0.015702
0.017524
0.014416
0.016113
0.017814
0.013184
0.013897
0.012939
0.015432
0.015061
0.013355
0.012011
0.014145
0.013736
0.010773
0.013573
0.014367
0.012323
0.012877
0.013123
0.014170
0.012075
0.013041
0.013460
0.015213
0.015287
0.013853
0.012441
0.012155
0.011029
0.014740
0.012613
0.013525
0.011773
0.012547
0.011789
0.013262
0.012825
0.011650
0.011866
0.011757
0.012731
0.010706
0.012065
0.011605
0.012496
0.012749
0.012250
