MixedSequence20000
0.021447
0.029945
0.025605
0.022290
0.022483
0.020931
0.021954
0.032428
0.025196
0.020545
0.025281
0.023985
0.022142
0.027513
0.030658
0.028901
0.029513
0.022374
0.021383
0.024121
0.025250
0.031649
0.033003
0.023042
0.019083
0.024121
0.027459
0.020342
0.020437
0.019410
0.037771
0.024084
0.021858
0.042956
0.024290
0.022626
0.036452
0.033544
0.021588
0.054586
0.019788
0.021763
0.061032
0.027283
0.019174
0.022245
0.021846
0.019685
0.020395
0.025830
0.021180
0.021812
0.024072
0.021874
0.021908
0.022735
0.023473
0.021008
0.019650
0.020998
0.026549
0.022582
0.021575
0.021604
0.019795
0.025081
0.025119
0.023730
0.022600
0.024982
0.021094
0.025015
0.039927
0.022770
0.023477
0.022528
0.019886
0.026794
0.021612
0.020864
0.021354
0.025378
0.022101
0.025106
0.022102
0.021677
0.022687
0.024242
0.020840
0.038208
0.023779
0.027023
0.021207
0.023790
0.023904
0.021369
0.033966
0.022428
0.024933
0.019577
