PersonSequence2000
0.003764
0.003854
0.004034
0.003459
0.002543
0.002944
0.002920
0.003203
0.003191
0.003417
0.002941
0.003098
0.003314
0.003193
0.003735
0.003757
0.002662
0.001632
0.001735
0.002286
0.002338
0.002576
0.002533
0.002677
0.002921
0.003118
0.002937
0.003501
0.003129
0.003364
0.003878
0.003484
0.002419
0.008081
0.002526
0.002994
0.003136
0.003543
0.003833
0.003576
0.002712
0.003401
0.003657
0.004120
0.003853
0.004012
0.002975
0.003476
0.003051
0.003202
0.003764
0.003790
0.003736
0.003796
0.003812
0.003784
0.003614
0.003675
0.003745
0.002407
0.002071
0.002049
0.002019
0.002000
0.001629
0.001698
0.001571
0.002529
0.002756
0.002674
0.002884
0.002910
0.003817
0.003094
0.002767
0.002579
0.001996
0.002158
0.002127
0.002133
0.002775
0.002913
0.002469
0.002535
0.003013
0.003601
0.003098
0.003459
0.003077
0.002265
0.002389
0.002120
0.002134
0.002578
0.002172
0.002961
0.003353
0.002220
0.003014
0.002762
