PersonSequence20000
0.013757
0.016084
0.012944
0.015018
0.015728
0.014634
0.013564
0.012995
0.018590
0.012922
0.019347
0.014235
0.015332
0.018014
0.023638
0.016387
0.015275
0.014553
0.031745
0.016289
0.014917
0.014443
0.015244
0.016416
0.013735
0.016459
0.016571
0.012152
0.015720
0.019719
0.018474
0.016779
0.017752
0.016931
0.013011
0.014697
0.026672
0.020192
0.014830
0.013159
0.016820
0.017173
0.031737
0.015071
0.016385
0.015494
0.019426
0.015685
0.012500
0.020059
0.016007
0.013702
0.021853
0.018541
0.012103
0.014753
0.017188
0.015777
0.013221
0.014256
0.018404
0.016528
0.013991
0.019449
0.016610
0.020030
0.017133
0.014786
0.030312
0.016265
0.022249
0.017054
0.013964
0.019101
0.014114
0.020735
0.013102
0.016647
0.018833
0.013816
0.018314
0.017523
0.012734
0.014611
0.027851
0.011572
0.014422
0.013072
0.013770
0.016759
0.012905
0.020313
0.026522
0.016559
0.020461
0.029919
0.018968
0.016120
0.016137
0.012776
