PersonSequence10
0.002846
0.001490
0.001208
0.001241
0.002672
0.001065
0.000657
0.000618
0.000719
0.000697
0.000590
0.000781
0.000848
0.001056
0.000564
0.001006
0.000474
0.000836
0.000613
0.000903
0.001549
0.000545
0.000472
0.000465
0.000889
0.001011
0.001115
0.000508
0.000304
0.000449
0.000418
0.000389
0.000687
0.000454
0.000814
0.000482
0.000624
0.000374
0.000401
0.000580
0.000504
0.000510
0.000575
0.000713
0.000478
0.001234
0.000598
0.000658
0.000599
0.000543
0.000646
0.000751
0.000576
0.000575
0.000775
0.000734
0.000780
0.000961
0.000563
0.001316
0.000799
0.000784
0.001002
0.001088
0.000790
0.000794
0.000581
0.000651
0.000569
0.000646
0.000546
0.000334
0.000303
0.000949
0.000590
0.000544
0.000568
0.000500
0.000588
0.000496
0.000666
0.000557
0.000475
0.000430
0.000412
0.000667
0.000383
0.000447
0.000549
0.000547
0.000649
0.000975
0.000690
0.000659
0.000513
0.000673
0.000651
0.000844
0.000583
0.000537
