MixedSequence200
0.001074
0.001159
0.001558
0.001165
0.001051
0.001151
0.001130
0.001222
0.001165
0.001233
0.001202
0.001118
0.001113
0.001027
0.001653
0.001090
0.001030
0.001133
0.001228
0.001489
0.001054
0.001023
0.001003
0.001074
0.000972
0.001197
0.001060
0.000991
0.001453
0.001196
0.001128
0.001105
0.001548
0.001180
0.001044
0.001184
0.001885
0.001161
0.001095
0.001009
0.001012
0.000941
0.000793
0.000775
0.000808
0.000806
0.000761
0.000910
0.000766
0.000778
0.001002
0.000696
0.000885
0.000542
0.000503
0.000499
0.000538
0.000578
0.000518
0.000807
0.000782
0.001006
0.000748
0.000699
0.000797
0.000692
0.000808
0.000736
0.000738
0.000791
0.000768
0.000652
0.001035
0.000740
0.001094
0.000484
0.000529
0.000571
0.000533
0.000540
0.000567
0.001139
0.000871
0.000776
0.000820
0.000888
0.000801
0.000741
0.001068
0.000804
0.000741
0.000763
0.000787
0.000946
0.000520
0.000488
0.000504
0.000561
0.000546
0.000582
