MixedSequence10000
0.015299
0.020806
0.021852
0.016912
0.014818
0.017423
0.017405
0.016274
0.016420
0.013677
0.019051
0.014749
0.014947
0.012354
0.015802
0.013008
0.014749
0.017295
0.014838
0.013917
0.016414
0.013167
0.016689
0.013628
0.013341
0.014550
0.016744
0.017316
0.015009
0.018198
0.018486
0.013367
0.013649
0.018097
0.016605
0.018688
0.012268
0.015753
0.019541
0.017106
0.019081
0.013455
0.018046
0.018877
0.015603
0.016719
0.017225
0.014841
0.012822
0.015373
0.012843
0.020144
0.014553
0.013478
0.015284
0.013116
0.015180
0.017823
0.014348
0.014210
0.017517
0.016501
0.012111
0.014547
0.020560
0.015440
0.013440
0.014172
0.016646
0.015013
0.017264
0.013163
0.013595
0.016860
0.015197
0.011006
0.017169
0.012371
0.014834
0.017584
0.014628
0.014697
0.016257
0.012872
0.017900
0.016884
0.013669
0.019564
0.016368
0.012504
0.015659
0.014690
0.013795
0.012258
0.012753
0.016169
0.014521
0.012598
0.012132
0.012246
