MixedSequence2000
0.002927
0.002595
0.002170
0.003429
0.004848
0.004525
0.005315
0.005658
0.006222
0.004521
0.004844
0.005201
0.004963
0.003537
0.004588
0.002906
0.002889
0.002937
0.003213
0.003010
0.004130
0.003390
0.003429
0.004784
0.005544
0.004857
0.004820
0.004522
0.003552
0.005074
0.005126
0.005967
0.004505
0.005661
0.004315
0.003386
0.003068
0.003023
0.003403
0.005047
0.005017
0.002407
0.003011
0.003381
0.002890
0.004176
0.004875
0.004886
0.005200
0.003763
0.003127
0.002874
0.002698
0.002389
0.005197
0.005549
0.004567
0.003540
0.005251
0.004518
0.003982
0.002838
0.003320
0.003724
0.005044
0.005220
0.005835
0.004623
0.005818
0.004571
0.004076
0.003606
0.003823
0.003918
0.004182
0.005530
0.004542
0.004221
0.004919
0.004501
0.004402
0.004156
0.005260
0.004921
0.003329
0.007764
0.003995
0.004060
0.003672
0.004977
0.005432
0.005262
0.005223
0.005387
0.005011
0.004293
0.004707
0.004484
0.004130
0.003918
