MixedSequence20000
0.011515
0.010315
0.009890
0.010023
0.009469
0.009489
0.011976
0.009063
0.008520
0.009687
0.008952
0.009529
0.009886
0.010178
0.009706
0.009098
0.009989
0.009157
0.009522
0.009540
0.009853
0.011409
0.012824
0.011570
0.009185
0.017713
0.011454
0.010197
0.013696
0.014496
0.011051
0.010698
0.011669
0.011915
0.010765
0.009103
0.011200
0.010044
0.010580
0.010477
0.009360
0.010023
0.009479
0.008916
0.009457
0.009420
0.010558
0.009674
0.010297
0.013948
0.009981
0.009191
0.010744
0.011624
0.010973
0.008666
0.009075
0.010024
0.010433
0.011302
0.010388
0.009855
0.011411
0.009528
0.010872
0.009729
0.010219
0.010673
0.011603
0.008873
0.016556
0.009347
0.011107
0.011313
0.009890
0.009994
0.011090
0.009394
0.011604
0.009965
0.009153
0.010829
0.011346
0.020424
0.016911
0.019182
0.023604
0.020685
0.015967
0.020259
0.011881
0.011515
0.011503
0.010750
0.009787
0.009518
0.009450
0.009972
0.010899
0.009504
