PersonSequence1000
0.001107
0.000780
0.000721
0.000623
0.000863
0.000579
0.000647
0.000573
0.001926
0.008562
0.000910
0.004170
0.004984
0.000732
0.000880
0.000700
0.000961
0.000711
0.000741
0.000511
0.000530
0.000635
0.000502
0.000446
0.000606
0.000510
0.000693
0.001757
0.008297
0.000902
0.000697
0.000777
0.001039
0.000823
0.000557
0.003130
0.000495
0.000482
0.000579
0.001371
0.000999
0.001410
0.001164
0.001699
0.001257
0.000982
0.001063
0.000623
0.007138
0.000581
0.000649
0.000749
0.000692
0.000812
0.000504
0.000521
0.000534
0.000812
0.000854
0.000551
0.002110
0.000593
0.000421
0.000836
0.000613
0.000958
0.000439
0.007130
0.011540
0.001350
0.001200
0.000680
0.000606
0.001555
0.000856
0.000831
0.000785
0.000670
0.006130
0.001495
0.000989
0.000854
0.003207
0.000766
0.000970
0.001516
0.000699
0.000733
0.000697
0.000705
0.001127
0.000890
0.000818
0.000706
0.000708
0.000752
0.001234
0.000654
0.000865
0.000813
