PersonSequence200
0.000355
0.000423
0.000331
0.000451
0.000520
0.000804
0.000394
0.000460
0.000640
0.000520
0.000421
0.000510
0.000620
0.000412
0.000379
0.000557
0.000386
0.000672
0.000363
0.000657
0.000429
0.000344
0.002415
0.000405
0.000426
0.000750
0.000390
0.000778
0.000556
0.001967
0.001755
0.000320
0.000430
0.000376
0.000372
0.000476
0.001575
0.002338
0.000402
0.000332
0.000366
0.000372
0.000672
0.000796
0.000703
0.000427
0.000458
0.000465
0.000433
0.000523
0.000417
0.000546
0.000491
0.000667
0.000595
0.000812
0.000551
0.000365
0.000453
0.000484
0.000668
0.000863
0.000463
0.000497
0.000478
0.000395
0.000491
0.000416
0.000660
0.000432
0.000605
0.000457
0.000370
0.000858
0.000536
0.000464
0.000410
0.000421
0.000640
0.000385
0.000663
0.000391
0.002096
0.002116
0.007446
0.000404
0.000493
0.000397
0.000536
0.000463
0.000471
0.000433
0.000814
0.000634
0.006227
0.000535
0.000498
0.000594
0.000451
0.000415
