PersonSequence20000
0.007305
0.006643
0.008724
0.009027
0.007236
0.007276
0.006276
0.006893
0.007168
0.006746
0.005777
0.007325
0.015562
0.007309
0.010541
0.011988
0.009911
0.007136
0.008232
0.007461
0.010112
0.008088
0.009501
0.006451
0.007284
0.009459
0.008051
0.009306
0.007362
0.007891
0.007752
0.006550
0.007526
0.007083
0.007667
0.007703
0.008420
0.007204
0.008000
0.007292
0.006843
0.006587
0.008546
0.008352
0.006680
0.006850
0.007018
0.007725
0.006735
0.007006
0.009343
0.006801
0.007261
0.007396
0.007035
0.007096
0.006846
0.009847
0.007794
0.007232
0.006987
0.007468
0.007028
0.007365
0.006663
0.006537
0.007719
0.006362
0.005814
0.006401
0.007626
0.009593
0.006505
0.006041
0.006741
0.007193
0.006559
0.007370
0.005717
0.005067
0.006158
0.006922
0.005896
0.006048
0.005796
0.007136
0.006213
0.005367
0.005323
0.006666
0.007185
0.005846
0.005726
0.006810
0.006126
0.005321
0.005879
0.006666
0.006705
0.006059
