MixedSequence10000
0.005543
0.006051
0.006495
0.006047
0.008565
0.006139
0.007305
0.006161
0.007230
0.007357
0.008324
0.007786
0.005585
0.006495
0.008101
0.006840
0.005788
0.005832
0.007415
0.006609
0.006075
0.006177
0.006982
0.006825
0.005943
0.006302
0.006241
0.006210
0.005358
0.006075
0.005277
0.004988
0.005107
0.006472
0.006479
0.006248
0.005670
0.006684
0.006428
0.005970
0.005623
0.005921
0.006116
0.007955
0.006263
0.005334
0.005671
0.005002
0.006889
0.006020
0.005970
0.005494
0.005915
0.006055
0.005421
0.005026
0.006313
0.005156
0.006037
0.005910
0.004203
0.005252
0.005222
0.004941
0.005021
0.005139
0.005010
0.005827
0.006633
0.004666
0.005700
0.005524
0.005288
0.004954
0.005411
0.005351
0.005049
0.004899
0.005347
0.005180
0.005993
0.005620
0.006396
0.004555
0.006360
0.006222
0.004706
0.005041
0.005424
0.005263
0.005384
0.005561
0.004703
0.004728
0.005315
0.004977
0.005217
0.005708
0.004734
0.005119
